user_id,user_name,days_since_signup,sessions_last_7d,sessions_last_30d,avg_session_minutes,models_used_count,api_calls_last_30d,tokens_consumed_last_30d,tools_used_count,failed_requests_rate,support_tickets_last_90d,plan_tier,payment_failures_last_90d,feature_adoption_score,nps_score,last_active_days_ago,weekend_usage_ratio,engagement_trend,spend_usd_last_30d,days_until_renewal,agent_runs_last_30d,ide_plugin_sessions_last_30d,seat_utilization
user_04212,Casey Lee,605,4,10,14.8,3,66,10434,4,0.2533,3,free,1,0.3174,3.4,28,0.6322,1.6365,0.0,144,8,9,0.3876
user_04214,Riley Davis,861,4,23,27.2,4,572,245433,14,0.1036,1,pro,0,0.6483,9.6,22,0.2413,0.6752,121.2,225,32,9,0.7379
user_04216,Alex Kim,701,5,12,19.9,4,96,46949,4,0.1998,3,enterprise,1,0.4531,5.3,27,0.2232,1.6774,539.16,106,34,14,0.4989
user_04247,Jordan Davis,670,10,38,29.6,5,1414,731819,7,0.1593,3,pro,1,0.5666,7.1,19,0.5329,1.0069,137.22,174,28,25,0.4474
user_04263,Morgan Nguyen,469,3,13,36.2,6,603,270257,8,0.0787,1,free,0,0.4382,8.2,10,0.4411,0.9196,0.0,137,35,13,0.7721
user_04265,Quinn Davis,896,0,0,14.1,4,0,0,1,0.3006,4,free,2,0.1119,5.2,39,0.2097,0.0,0.0,169,23,0,0.3303
user_04279,Casey Nguyen,127,14,41,37.8,5,830,278982,8,0.1834,2,pro,1,0.5016,6.0,20,0.4972,1.3285,134.69,358,26,21,0.5987
user_04348,Casey Wilson,242,4,20,20.9,6,118,70339,3,0.1904,2,free,1,0.4284,6.7,22,0.2352,0.7763,0.0,268,19,12,0.5127
user_04357,Alex Nguyen,863,0,8,13.7,2,150,20080,5,0.2434,5,starter,2,0.1884,6.1,32,0.1496,0.0,51.35,331,4,13,0.3777
user_04404,Taylor Garcia,383,1,9,18.4,1,262,102783,2,0.2832,5,free,2,0.1905,5.3,40,0.3807,0.4707,0.0,204,11,7,0.3835
user_04410,Quinn Kim,229,4,9,9.4,5,121,64100,2,0.3448,5,enterprise,2,0.2671,4.6,40,0.3493,1.7341,373.32,24,24,9,0.1842
user_04475,Casey Davis,555,3,19,15.4,4,541,239784,3,0.2888,3,starter,1,0.3128,6.1,31,0.23,0.6081,22.48,185,24,12,0.4855
user_04478,Casey Garcia,439,12,52,43.5,7,1713,196926,10,0.0797,0,pro,0,0.7574,9.5,4,0.1455,0.9296,155.8,61,33,24,0.8386
user_04491,Quinn Wilson,778,4,12,15.3,0,67,25252,4,0.2607,6,free,2,0.1311,5.7,40,0.3299,1.3216,0.0,117,15,4,0.3291
user_04514,Quinn Lee,526,0,6,8.8,0,71,27451,0,0.3335,5,starter,2,0.229,4.8,41,0.4177,0.0137,0.0,339,22,0,0.2678
user_04567,Alex Davis,309,6,25,27.3,6,1045,531981,8,0.1516,2,enterprise,1,0.4607,7.2,21,0.3428,0.9624,601.09,164,52,33,0.6286
user_04584,Alex Davis,672,0,0,1.7,1,0,0,1,0.3372,5,free,2,0.0214,4.3,42,0.2299,0.0401,0.0,183,0,0,0.1146
user_04616,Quinn Nguyen,449,5,26,37.4,5,230,24589,8,0.1131,1,free,0,0.6561,10.0,11,0.2292,0.7805,0.0,211,26,13,0.7478
user_04626,Riley Lee,524,2,11,25.7,1,356,105364,2,0.2418,4,starter,2,0.2981,6.1,30,0.3594,0.7156,6.24,162,27,6,0.5449
user_04662,Riley Wilson,811,8,30,33.2,6,1156,211365,6,0.2265,3,pro,1,0.4128,6.7,22,0.0561,1.0345,122.69,181,31,20,0.6088
user_04724,Morgan Patel,416,9,32,37.9,10,1258,466083,8,0.0854,0,free,0,0.6763,8.5,6,0.413,1.1605,0.0,123,28,23,0.8254
user_04740,Quinn Wilson,710,12,34,34.5,7,1511,208580,8,0.1012,0,free,0,0.6679,7.7,11,0.3291,1.4082,0.0,176,40,14,0.7616
user_04787,Morgan Nguyen,45,3,11,24.4,5,279,24351,5,0.1828,2,starter,1,0.438,6.3,22,0.1226,1.0619,36.2,171,14,17,0.5379
user_04803,Jordan Patel,152,2,9,24.2,5,346,153702,6,0.1321,2,pro,1,0.5193,8.1,18,0.2091,0.8422,119.4,257,27,27,0.7192
user_04821,Jordan Patel,574,4,9,13.8,3,210,109868,6,0.268,4,starter,2,0.2629,4.8,40,0.0691,1.7372,20.86,64,0,8,0.4078
user_04843,Taylor Patel,870,5,17,22.6,6,627,272010,6,0.2473,3,pro,1,0.4278,7.0,34,0.2588,1.1425,95.25,200,20,9,0.5924
user_04869,Quinn Wilson,342,1,9,12.4,0,209,25152,2,0.3318,4,starter,2,0.1911,0.6,39,0.1967,0.4249,32.24,299,4,0,0.4302
user_04880,Riley Garcia,65,0,5,17.5,4,78,20969,4,0.3233,5,starter,2,0.1893,5.1,34,0.35,0.0,55.0,327,5,15,0.4197
user_04890,Casey Wilson,28,2,10,23.8,3,90,12745,3,0.2157,4,free,1,0.3346,7.0,25,0.1679,0.7698,0.0,23,12,13,0.5681
user_04892,Taylor Brown,260,2,5,23.3,1,69,19996,3,0.2237,3,free,1,0.326,6.4,29,0.0875,1.6368,0.0,207,15,10,0.4663
user_04894,Alex Patel,854,5,19,38.1,9,520,165406,7,0.0993,0,starter,0,0.5932,7.7,5,0.2513,0.9777,70.16,59,51,29,0.7084
user_04898,Riley Patel,248,13,38,24.3,7,1421,358629,6,0.2109,2,pro,1,0.4729,7.0,22,0.6771,1.1738,137.54,262,25,21,0.5075
user_04906,Morgan Kim,186,0,9,17.2,2,44,19083,1,0.2995,3,free,1,0.1184,6.9,29,0.1775,0.0,0.0,82,5,3,0.331
user_04957,Sam Lee,258,11,27,28.7,6,193,88434,7,0.2322,3,enterprise,1,0.4348,4.9,25,0.3086,1.7469,511.83,312,9,16,0.5356
user_04958,Taylor Davis,567,2,17,44.6,6,494,205783,10,0.1014,1,free,0,0.6528,9.9,7,0.2721,0.5057,0.0,47,41,22,0.5225
user_04970,Quinn Patel,87,0,5,16.0,0,62,13031,4,0.2391,3,free,1,0.2037,5.6,32,0.2421,0.0,0.0,129,17,6,0.3475
invalid_unknown_plan_tier,Invalid record (unknown_plan_tier),696,5,23,10.8,3,431,63620,5,0.3147,5,platinum,2,0.2989,5.2,34,0.6455,0.9478,404.01,38,38,17,0.5292
invalid_missing_nps_score,Invalid record (missing_nps_score),696,5,23,10.8,3,431,63620,5,0.3147,5,enterprise,2,0.2989,,34,0.6455,0.9478,404.01,38,38,17,0.5292
invalid_rate_out_of_range,Invalid record (rate_out_of_range),696,5,23,10.8,3,431,63620,5,1.4,5,enterprise,2,0.2989,5.2,34,0.6455,0.9478,404.01,38,38,17,0.5292
invalid_non_numeric_sessions,Invalid record (non_numeric_sessions),696,5,ten,10.8,3,431,63620,5,0.3147,5,enterprise,2,0.2989,5.2,34,0.6455,0.9478,404.01,38,38,17,0.5292
